Description,GeoName,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,0
Real estate,Maryland,Millions of current dollars,21108.6,22115.2,23364.2,25116.6,27952.5,29486.5,32164,33326.9,34520.6,35320,38890.4,44269.4,43116.4,46270.9,48282.7,48727.6,50986.8,51798.5,51646.7,52245.8,53938.2,56020.7,57103.9,56612.5,57573.6,
Rental and leasing services and lessors of nonfinancial intangible assets,Maryland,Millions of current dollars,1746.6,1804.9,2120.8,2312.5,2689.6,2841.4,2946.5,3299.2,4688.8,5152.5,4436,3274.7,3038.7,2919.2,3933,3937.6,4345.4,4363.9,8746.5,11795.6,11443.6,9235.0,8517.2,5383.2,5731.4,
Professional and business services,Maryland,Millions of current dollars,17080.2,18810.2,20757,22791.6,25548.3,27321.6,29156.4,32098.8,35295.2,37605.8,39373.3,42136.2,42471.7,44791.3,47062.8,49177.9,49452.6,50998.4,51895.8,53529.1,55380.9,58371.7,60764.5,59564.9,65458.0,
"Professional, scientific, and technical services",Maryland,Millions of current dollars,12659,14008.2,15257.7,16815.1,18931.4,20491.5,21647.3,23358.5,25293.3,26873.1,27893.3,30403.3,31056.6,32528,34212.9,35727.4,35369.5,36479.4,36877.8,38015.6,38795.3,41127.2,42983.5,42709.2,46186.5,
Legal services,Maryland,Millions of current dollars,1475.7,1672.7,1771.3,1923,2102.8,2302,2645.1,2964.4,3247.4,3321.9,3422.1,4072.5,3655.3,3608.3,3536.7,3619.7,3703.6,3758.5,3892.3,4157.2,4311,4414.8,4488.9,4331.5,4933.3,
Computer systems design and related services,Maryland,Millions of current dollars,3038.6,3387.8,3750.3,4121,4592.5,4725.7,5119.3,5541.5,6058.3,6611.9,7016.9,7658.6,8285.8,8836.2,9683.9,10448,10428.7,10620.9,10474.3,10950,11547.1,12581.8,13234.2,13384.2,13364.8,
"Miscellaneous professional, scientific, and technical services",Maryland,Millions of current dollars,8144.8,8947.6,9736.1,10771.1,12236.1,13463.8,13882.9,14852.6,15987.7,16939.3,17454.3,18672.3,19115.5,20083.5,20992.3,21659.7,21237.3,22100,22511.2,22908.4,22937.3,24130.6,25260.4,24993.5,27888.3,
Management of companies and enterprises,Maryland,Millions of current dollars,491.9,525.6,641.8,699.5,786.7,778.8,1024.9,1759.2,2253.8,2560.6,2746.8,2735.9,2716.7,2954.4,3266.2,3556.2,3837.9,3863,3889,3959.1,4253.9,4602.9,4877.5,4501.3,4904.7,
Administrative and support and waste management and remediation services,Maryland,Millions of current dollars,3929.3,4276.4,4857.5,5277,5830.3,6051.3,6484.2,6981.1,7748,8172.1,8733.2,8997,8698.5,9308.9,9583.6,9894.3,10245.1,10656,11129.1,11554.5,12331.7,12641.7,12903.5,12354.4,14366.8,
Administrative and support services,Maryland,Millions of current dollars,3512.9,3850.1,4400.9,4811.2,5323.5,5519.3,5906,6470.9,7173.1,7623.5,8067.2,8285.1,7964.5,8281.9,8671.8,8997.5,9363.6,9687,10114.4,10579.5,11231.6,11443.5,11713.3,11229.8,13185.8,
Waste management and remediation services,Maryland,Millions of current dollars,416.4,426.3,456.6,465.7,506.8,532,578.2,510.2,574.9,548.6,666,711.9,733.9,1027,911.8,896.9,881.5,969,1014.7,975,1100.1,1198.2,1190.3,1124.5,1181.0,
"Educational services, health care, and social assistance",Maryland,Millions of current dollars,12112.6,12850.7,13869.1,15053.2,16335.3,17501.8,18885.1,20524.2,21640.1,22973.3,24014.4,26039,27836.5,28656.4,29938.9,30922.2,31287.4,32416.8,33964.2,35315.5,36378.8,37800.4,39047.1,37821,40311.7,
Educational services,Maryland,Millions of current dollars,1748.3,1887.7,2153.8,2367,2603.2,2805.2,3130.4,3508.2,3634.3,3830.5,4005.1,4346.2,4864.5,5093.1,5392,5601.1,5534.3,5843.8,5973.8,6300,6459,6898.5,7036.5,6418.5,6882.6,
Health care and social assistance,Maryland,Millions of current dollars,10364.3,10963,11715.3,12686.2,13732,14696.6,15754.7,17016,18005.7,19142.8,20009.3,21692.8,22972,23563.3,24546.9,25321.1,25753.1,26573,27990.4,29015.6,29919.8,30902.0,32010.6,31402.5,33429.1,
Ambulatory health care services,Maryland,Millions of current dollars,4767.2,4975.2,5333.8,5808.5,6175.2,6544.4,6916.6,7527,7986.9,8442.6,8758.7,9548.2,10110.9,10687.9,11269.5,11794.3,12193.7,12684.7,13403.3,14077,14608.9,15235.1,15892.9,15347.2,16674.8,
Hospitals,Maryland,Millions of current dollars,3360.3,3532.4,3700.6,3960.7,4384.7,4786.3,5272.7,5714.8,6061.1,6507.8,6891.6,7502.7,8142.5,8044.7,8398.6,8611,8605.6,8754.9,9252.5,9459.3,9749,9846.3,10090.4,10239,10681.9,
Nursing and residential care facilities,Maryland,Millions of current dollars,1319.5,1425.7,1515.3,1599.4,1843.6,1946.2,2012,2217.5,2303,2460.5,2562.8,2765.3,2880.5,2969.3,3037.4,3010.1,3094.9,3200.5,3291,3364.6,3368.5,3517.8,3610.2,3657.4,3742.1,
Social assistance,Maryland,Millions of current dollars,917.3,1029.7,1165.6,1317.4,1328.5,1419.6,1553.3,1556.7,1654.8,1731.9,1796.3,1876.5,1838,1861.4,1841.4,1905.8,1858.8,1932.9,2043.6,2114.7,2193.4,2302.7,2417.1,2158.9,2330.3,
"Arts, entertainment, recreation, accommodation, and food services",Maryland,Millions of current dollars,6247.4,6538.6,7060.4,7606.9,7974.9,8429.1,8634.3,8522.5,8557.3,9219,9080.6,9248.2,9322.7,9799.9,10235.2,11087,11749.2,12880.9,14249.5,15247.7,15767.1,16139.6,16822.2,11748.1,14941.8,
"Arts, entertainment, and recreation",Maryland,Millions of current dollars,1279.2,1182.4,1257.4,1389.5,1336.1,1424.3,1501.9,1711.7,1642.2,1790.3,1924.9,1810.2,1792.9,2009.4,2207.4,2598.1,3228.4,3956.3,4321,4662.7,4582.4,4582.3,4276.2,2827.9,3645.4,
"Performing arts, spectator sports, museums, and related activities",Maryland,Millions of current dollars,643.7,584.6,604.6,691.4,678.6,710.4,761.5,896.9,765.4,871.4,956.7,859.7,847,966.3,1111.9,1473.1,1678.7,1878.5,1862.4,2285.1,2245,2086.9,1738.9,1037.7,1200.8,
"Amusement, gambling, and recreation industries",Maryland,Millions of current dollars,635.5,597.8,652.9,698.1,657.5,713.8,740.4,814.7,876.8,918.9,968.2,950.6,946,1043.1,1095.5,1125,1549.7,2077.8,2458.5,2377.7,2337.3,2495.4,2537.3,1790.3,2444.6,
Accommodation and food services,Maryland,Millions of current dollars,4968.2,5356.2,5803,6217.4,6638.8,7004.8,7132.4,6810.9,6915.2,7428.8,7155.7,7438,7529.8,7790.5,8027.8,8488.9,8520.8,8924.7,9928.5,10585,11184.7,11557.4,12546,8920.2,11296.4,
Accommodation,Maryland,Millions of current dollars,2138.6,2294.2,2433.7,2624.1,2822.4,2896.3,2680.5,1755.2,1577.7,1793,1446.7,1626.8,1521.4,1646.1,1801.3,1946.9,1835.6,1909.7,2218.4,2353.8,2700.3,2929.4,3654.5,1720.6,2348.8,
Food services and drinking places,Maryland,Millions of current dollars,2829.6,3062,3369.3,3593.3,3816.4,4108.6,4451.9,5055.6,5337.5,5635.8,5709,5811.2,6008.3,6144.4,6226.4,6542,6685.2,7015,7710.1,8231.2,8484.5,8628.0,8891.5,7199.6,8947.6,
